state,load_value,time
UTTARAKHAND,1573,1713165107.187195
UTTAR-PRADESH,15984,1713165107.187195
CHANDIGARH,198,1713166039.838842
HARYANA,5777,1713166039.838842
HIMACHAL,1068,1713166039.838842
J & K,2109,1713166039.838842
PUNJAB,5623,1713166039.838842
RAJASTHAN,12516,1713166039.838842
UTTARAKHAND,1601,1713166039.838842
UTTAR-PRADESH,15777,1713166039.838842
CHANDIGARH,192,1713166907.8354616
HARYANA,5575,1713166907.8354616
HIMACHAL,1058,1713166907.8354616
J & K,2057,1713166907.8354616
PUNJAB,5407,1713166907.8354616
RAJASTHAN,12383,1713166907.8354616
UTTARAKHAND,1553,1713166907.8354616
UTTAR-PRADESH,15583,1713166907.8354616
CHANDIGARH,192,1713167807.5289342
HARYANA,5575,1713167807.5289342
HIMACHAL,1058,1713167807.5289342
J & K,2057,1713167807.5289342
PUNJAB,5407,1713167807.5289342
RAJASTHAN,12383,1713167807.5289342
UTTARAKHAND,1553,1713167807.5289342
UTTAR-PRADESH,15583,1713167807.5289342
CHANDIGARH,187,1713168738.6716332
HARYANA,5458,1713168738.6716332
HIMACHAL,993,1713168738.6716332
J & K,2121,1713168738.6716332
PUNJAB,5247,1713168738.6716332
RAJASTHAN,11676,1713168738.6716332
UTTARAKHAND,1458,1713168738.6716332
UTTAR-PRADESH,15068,1713168738.6716332
CHANDIGARH,189,1713169607.6628993
HARYANA,5768,1713169607.6628993
HIMACHAL,1019,1713169607.6628993
J & K,2015,1713169607.6628993
PUNJAB,5567,1713169607.6628993
RAJASTHAN,11774,1713169607.6628993
UTTARAKHAND,1481,1713169607.6628993
UTTAR-PRADESH,15077,1713169607.6628993
CHANDIGARH,190,1713170507.7655523
HARYANA,5795,1713170507.7655523
HIMACHAL,1018,1713170507.7655523
J & K,2014,1713170507.7655523
PUNJAB,5679,1713170507.7655523
RAJASTHAN,11933,1713170507.7655523
UTTARAKHAND,1487,1713170507.7655523
UTTAR-PRADESH,15074,1713170507.7655523
CHANDIGARH,195,1713171407.3700092
HARYANA,5878,1713171407.3700092
HIMACHAL,1016,1713171407.3700092
J & K,2073,1713171407.3700092
PUNJAB,5776,1713171407.3700092
RAJASTHAN,11883,1713171407.3700092
UTTARAKHAND,1518,1713171407.3700092
UTTAR-PRADESH,15060,1713171407.3700092
CHANDIGARH,199,1713172307.0670617
HARYANA,5903,1713172307.0670617
HIMACHAL,1044,1713172307.0670617
J & K,2047,1713172307.0670617
PUNJAB,5761,1713172307.0670617
RAJASTHAN,11988,1713172307.0670617
UTTARAKHAND,1564,1713172307.0670617
UTTAR-PRADESH,15096,1713172307.0670617
CHANDIGARH,191,1713173238.9066849
HARYANA,5941,1713173238.9066849
HIMACHAL,996,1713173238.9066849
J & K,2012,1713173238.9066849
PUNJAB,5798,1713173238.9066849
RAJASTHAN,12209,1713173238.9066849
UTTARAKHAND,1557,1713173238.9066849
UTTAR-PRADESH,15113,1713173238.9066849
CHANDIGARH,198,1713174107.615787
HARYANA,5890,1713174107.615787
HIMACHAL,1012,1713174107.615787
J & K,2128,1713174107.615787
PUNJAB,5839,1713174107.615787
RAJASTHAN,11927,1713174107.615787
UTTARAKHAND,1574,1713174107.615787
UTTAR-PRADESH,15065,1713174107.615787
CHANDIGARH,199,1713175007.8070393
HARYANA,5986,1713175007.8070393
HIMACHAL,980,1713175007.8070393
J & K,1930,1713175007.8070393
PUNJAB,5927,1713175007.8070393
RAJASTHAN,12065,1713175007.8070393
UTTARAKHAND,1562,1713175007.8070393
UTTAR-PRADESH,14932,1713175007.8070393
CHANDIGARH,199,1713176158.634545
HARYANA,6093,1713176158.634545
HIMACHAL,1048,1713176158.634545
J & K,1988,1713176158.634545
PUNJAB,5996,1713176158.634545
RAJASTHAN,12053,1713176158.634545
UTTARAKHAND,1551,1713176158.634545
UTTAR-PRADESH,14807,1713176158.634545
CHANDIGARH,197,1713176807.3347423
HARYANA,6082,1713176807.3347423
HIMACHAL,1045,1713176807.3347423
J & K,2079,1713176807.3347423
PUNJAB,5990,1713176807.3347423
RAJASTHAN,11989,1713176807.3347423
UTTARAKHAND,1596,1713176807.3347423
UTTAR-PRADESH,14719,1713176807.3347423
CHANDIGARH,203,1713177707.9338374
HARYANA,5922,1713177707.9338374
HIMACHAL,1056,1713177707.9338374
J & K,2117,1713177707.9338374
PUNJAB,6054,1713177707.9338374
RAJASTHAN,12131,1713177707.9338374
UTTARAKHAND,1621,1713177707.9338374
UTTAR-PRADESH,14626,1713177707.9338374
CHANDIGARH,204,1713178889.036955
HARYANA,5801,1713178889.036955
HIMACHAL,1041,1713178889.036955
J & K,2171,1713178889.036955
PUNJAB,6127,1713178889.036955
RAJASTHAN,11779,1713178889.036955
UTTARAKHAND,1593,1713178889.036955
UTTAR-PRADESH,14755,1713178889.036955
CHANDIGARH,205,1713179507.647202
HARYANA,5871,1713179507.647202
HIMACHAL,1033,1713179507.647202
J & K,2119,1713179507.647202
PUNJAB,6060,1713179507.647202
RAJASTHAN,11827,1713179507.647202
UTTARAKHAND,1611,1713179507.647202
UTTAR-PRADESH,14764,1713179507.647202
CHANDIGARH,205,1713180407.9434
HARYANA,5975,1713180407.9434
HIMACHAL,1058,1713180407.9434
J & K,2061,1713180407.9434
PUNJAB,6145,1713180407.9434
RAJASTHAN,11844,1713180407.9434
UTTARAKHAND,1630,1713180407.9434
UTTAR-PRADESH,15147,1713180407.9434
CHANDIGARH,206,1713181338.4702332
HARYANA,6091,1713181338.4702332
HIMACHAL,1032,1713181338.4702332
J & K,2126,1713181338.4702332
PUNJAB,6160,1713181338.4702332
RAJASTHAN,11504,1713181338.4702332
UTTARAKHAND,1685,1713181338.4702332
UTTAR-PRADESH,15341,1713181338.4702332
CHANDIGARH,207,1713182207.4803507
HARYANA,6183,1713182207.4803507
HIMACHAL,994,1713182207.4803507
J & K,2107,1713182207.4803507
PUNJAB,6208,1713182207.4803507
RAJASTHAN,11272,1713182207.4803507
UTTARAKHAND,1675,1713182207.4803507
UTTAR-PRADESH,15882,1713182207.4803507
CHANDIGARH,209,1713183107.6695292
HARYANA,6259,1713183107.6695292
HIMACHAL,1005,1713183107.6695292
J & K,2114,1713183107.6695292
PUNJAB,6295,1713183107.6695292
RAJASTHAN,10923,1713183107.6695292
UTTARAKHAND,1714,1713183107.6695292
UTTAR-PRADESH,16298,1713183107.6695292
CHANDIGARH,210,1713184038.6964364
HARYANA,6289,1713184038.6964364
HIMACHAL,998,1713184038.6964364
J & K,1925,1713184038.6964364
PUNJAB,6401,1713184038.6964364
RAJASTHAN,10720,1713184038.6964364
UTTARAKHAND,1752,1713184038.6964364
UTTAR-PRADESH,16558,1713184038.6964364
CHANDIGARH,207,1713184907.7957854
HARYANA,6754,1713184907.7957854
HIMACHAL,1086,1713184907.7957854
J & K,1838,1713184907.7957854
PUNJAB,6400,1713184907.7957854
RAJASTHAN,10279,1713184907.7957854
UTTARAKHAND,1760,1713184907.7957854
UTTAR-PRADESH,17428,1713184907.7957854
CHANDIGARH,213,1713185807.7915642
HARYANA,7143,1713185807.7915642
HIMACHAL,1015,1713185807.7915642
J & K,2001,1713185807.7915642
PUNJAB,6491,1713185807.7915642
RAJASTHAN,10144,1713185807.7915642
UTTARAKHAND,1787,1713185807.7915642
UTTAR-PRADESH,18312,1713185807.7915642
CHANDIGARH,216,1713186739.171345
HARYANA,7328,1713186739.171345
HIMACHAL,1036,1713186739.171345
J & K,2066,1713186739.171345
PUNJAB,6507,1713186739.171345
RAJASTHAN,10305,1713186739.171345
UTTARAKHAND,1793,1713186739.171345
UTTAR-PRADESH,18943,1713186739.171345
CHANDIGARH,219,1713187607.274815
HARYANA,7667,1713187607.274815
HIMACHAL,1041,1713187607.274815
J & K,2073,1713187607.274815
PUNJAB,6678,1713187607.274815
RAJASTHAN,10458,1713187607.274815
UTTARAKHAND,1838,1713187607.274815
UTTAR-PRADESH,20206,1713187607.274815
CHANDIGARH,220,1713188538.897177
HARYANA,7985,1713188538.897177
HIMACHAL,1088,1713188538.897177
J & K,2048,1713188538.897177
PUNJAB,6742,1713188538.897177
RAJASTHAN,10781,1713188538.897177
UTTARAKHAND,1866,1713188538.897177
UTTAR-PRADESH,21326,1713188538.897177
CHANDIGARH,223,1713189407.5078769
HARYANA,8234,1713189407.5078769
HIMACHAL,1130,1713189407.5078769
J & K,1911,1713189407.5078769
PUNJAB,6938,1713189407.5078769
RAJASTHAN,11076,1713189407.5078769
UTTARAKHAND,1916,1713189407.5078769
UTTAR-PRADESH,21992,1713189407.5078769
CHANDIGARH,222,1713190358.9762883
HARYANA,8164,1713190358.9762883
HIMACHAL,1149,1713190358.9762883
J & K,1852,1713190358.9762883
PUNJAB,6920,1713190358.9762883
RAJASTHAN,11208,1713190358.9762883
UTTARAKHAND,1942,1713190358.9762883
UTTAR-PRADESH,22107,1713190358.9762883
CHANDIGARH,220,1713191207.8682568
HARYANA,8131,1713191207.8682568
HIMACHAL,1066,1713191207.8682568
J & K,1751,1713191207.8682568
PUNJAB,6771,1713191207.8682568
RAJASTHAN,11242,1713191207.8682568
UTTARAKHAND,1881,1713191207.8682568
UTTAR-PRADESH,22360,1713191207.8682568
CHANDIGARH,215,1713192107.770044
HARYANA,8045,1713192107.770044
HIMACHAL,1136,1713192107.770044
J & K,1925,1713192107.770044
PUNJAB,6509,1713192107.770044
RAJASTHAN,11124,1713192107.770044
UTTARAKHAND,1818,1713192107.770044
UTTAR-PRADESH,22367,1713192107.770044
CHANDIGARH,212,1713193038.866954
HARYANA,8122,1713193038.866954
HIMACHAL,1097,1713193038.866954
J & K,2170,1713193038.866954
PUNJAB,6424,1713193038.866954
RAJASTHAN,11089,1713193038.866954
UTTARAKHAND,1825,1713193038.866954
UTTAR-PRADESH,22198,1713193038.866954
CHANDIGARH,208,1713193907.3637345
HARYANA,8154,1713193907.3637345
HIMACHAL,1101,1713193907.3637345
J & K,2152,1713193907.3637345
PUNJAB,6371,1713193907.3637345
RAJASTHAN,10942,1713193907.3637345
UTTARAKHAND,1790,1713193907.3637345
UTTAR-PRADESH,22257,1713193907.3637345
CHANDIGARH,205,1713194807.6562164
HARYANA,8126,1713194807.6562164
HIMACHAL,1106,1713194807.6562164
J & K,2267,1713194807.6562164
PUNJAB,6343,1713194807.6562164
RAJASTHAN,10974,1713194807.6562164
UTTARAKHAND,1780,1713194807.6562164
UTTAR-PRADESH,22243,1713194807.6562164
CHANDIGARH,194,1713195707.2566674
HARYANA,7673,1713195707.2566674
HIMACHAL,1078,1713195707.2566674
J & K,2237,1713195707.2566674
PUNJAB,6231,1713195707.2566674
RAJASTHAN,10959,1713195707.2566674
UTTARAKHAND,1752,1713195707.2566674
UTTAR-PRADESH,22139,1713195707.2566674
CHANDIGARH,191,1713196639.004406
HARYANA,7730,1713196639.004406
HIMACHAL,1020,1713196639.004406
J & K,2190,1713196639.004406
PUNJAB,6042,1713196639.004406
RAJASTHAN,10941,1713196639.004406
UTTARAKHAND,1739,1713196639.004406
UTTAR-PRADESH,22143,1713196639.004406
CHANDIGARH,188,1713197507.3214383
HARYANA,8065,1713197507.3214383
HIMACHAL,960,1713197507.3214383
J & K,2206,1713197507.3214383
PUNJAB,6003,1713197507.3214383
RAJASTHAN,10907,1713197507.3214383
UTTARAKHAND,1721,1713197507.3214383
UTTAR-PRADESH,22017,1713197507.3214383
CHANDIGARH,184,1713198407.8094249
HARYANA,8016,1713198407.8094249
HIMACHAL,982,1713198407.8094249
J & K,2146,1713198407.8094249
PUNJAB,5890,1713198407.8094249
RAJASTHAN,10806,1713198407.8094249
UTTARAKHAND,1686,1713198407.8094249
UTTAR-PRADESH,21992,1713198407.8094249
CHANDIGARH,181,1713199307.3072007
HARYANA,7911,1713199307.3072007
HIMACHAL,939,1713199307.3072007
J & K,2057,1713199307.3072007
PUNJAB,5865,1713199307.3072007
RAJASTHAN,10872,1713199307.3072007
UTTARAKHAND,1673,1713199307.3072007
UTTAR-PRADESH,21868,1713199307.3072007
CHANDIGARH,177,1713200238.6900065
HARYANA,7818,1713200238.6900065
HIMACHAL,873,1713200238.6900065
J & K,2126,1713200238.6900065
PUNJAB,5793,1713200238.6900065
RAJASTHAN,10990,1713200238.6900065
UTTARAKHAND,1645,1713200238.6900065
UTTAR-PRADESH,21799,1713200238.6900065
CHANDIGARH,176,1713201107.5859346
HARYANA,7792,1713201107.5859346
HIMACHAL,865,1713201107.5859346
J & K,2170,1713201107.5859346
PUNJAB,5767,1713201107.5859346
RAJASTHAN,11001,1713201107.5859346
UTTARAKHAND,1677,1713201107.5859346
UTTAR-PRADESH,21652,1713201107.5859346
CHANDIGARH,171,1713202007.4906025
HARYANA,7641,1713202007.4906025
HIMACHAL,829,1713202007.4906025
J & K,2106,1713202007.4906025
PUNJAB,5710,1713202007.4906025
RAJASTHAN,10749,1713202007.4906025
UTTARAKHAND,1652,1713202007.4906025
UTTAR-PRADESH,21595,1713202007.4906025
CHANDIGARH,170,1713202938.7313728
HARYANA,7551,1713202938.7313728
HIMACHAL,809,1713202938.7313728
J & K,2191,1713202938.7313728
PUNJAB,5618,1713202938.7313728
RAJASTHAN,10710,1713202938.7313728
UTTARAKHAND,1540,1713202938.7313728
UTTAR-PRADESH,21570,1713202938.7313728
CHANDIGARH,165,1713203807.741516
HARYANA,7486,1713203807.741516
HIMACHAL,815,1713203807.741516
J & K,1816,1713203807.741516
PUNJAB,5568,1713203807.741516
RAJASTHAN,10692,1713203807.741516
UTTARAKHAND,1517,1713203807.741516
UTTAR-PRADESH,21466,1713203807.741516
CHANDIGARH,160,1713204707.431175
HARYANA,7368,1713204707.431175
HIMACHAL,835,1713204707.431175
J & K,1805,1713204707.431175
PUNJAB,5481,1713204707.431175
RAJASTHAN,10653,1713204707.431175
UTTARAKHAND,1502,1713204707.431175
UTTAR-PRADESH,21341,1713204707.431175
CHANDIGARH,158,1713205607.2418423
HARYANA,7237,1713205607.2418423
HIMACHAL,826,1713205607.2418423
J & K,1724,1713205607.2418423
PUNJAB,5486,1713205607.2418423
RAJASTHAN,10718,1713205607.2418423
UTTARAKHAND,1513,1713205607.2418423
UTTAR-PRADESH,21186,1713205607.2418423
CHANDIGARH,156,1713206507.4360678
HARYANA,7098,1713206507.4360678
HIMACHAL,764,1713206507.4360678
J & K,1503,1713206507.4360678
PUNJAB,5483,1713206507.4360678
RAJASTHAN,10611,1713206507.4360678
UTTARAKHAND,1461,1713206507.4360678
UTTAR-PRADESH,20989,1713206507.4360678
CHANDIGARH,150,1713207458.7756145
HARYANA,7074,1713207458.7756145
HIMACHAL,787,1713207458.7756145
J & K,1803,1713207458.7756145
PUNJAB,5401,1713207458.7756145
RAJASTHAN,10264,1713207458.7756145
UTTARAKHAND,1494,1713207458.7756145
UTTAR-PRADESH,20823,1713207458.7756145
CHANDIGARH,152,1713208307.7776384
HARYANA,7008,1713208307.7776384
HIMACHAL,773,1713208307.7776384
J & K,1775,1713208307.7776384
PUNJAB,5395,1713208307.7776384
RAJASTHAN,10479,1713208307.7776384
UTTARAKHAND,1468,1713208307.7776384
UTTAR-PRADESH,20618,1713208307.7776384
CHANDIGARH,149,1713209238.7873857
HARYANA,7028,1713209238.7873857
HIMACHAL,781,1713209238.7873857
J & K,1787,1713209238.7873857
PUNJAB,5393,1713209238.7873857
RAJASTHAN,10344,1713209238.7873857
UTTARAKHAND,1455,1713209238.7873857
UTTAR-PRADESH,20499,1713209238.7873857
CHANDIGARH,147,1713210107.4817479
HARYANA,6855,1713210107.4817479
HIMACHAL,763,1713210107.4817479
J & K,1743,1713210107.4817479
PUNJAB,5304,1713210107.4817479
RAJASTHAN,10257,1713210107.4817479
UTTARAKHAND,1394,1713210107.4817479
UTTAR-PRADESH,20378,1713210107.4817479
CHANDIGARH,146,1713211007.6816442
HARYANA,6832,1713211007.6816442
HIMACHAL,764,1713211007.6816442
J & K,1478,1713211007.6816442
PUNJAB,5266,1713211007.6816442
RAJASTHAN,10238,1713211007.6816442
UTTARAKHAND,1424,1713211007.6816442
UTTAR-PRADESH,20193,1713211007.6816442
CHANDIGARH,145,1713211907.4787054
HARYANA,6807,1713211907.4787054
HIMACHAL,763,1713211907.4787054
J & K,1492,1713211907.4787054
PUNJAB,5259,1713211907.4787054
RAJASTHAN,10165,1713211907.4787054
UTTARAKHAND,1439,1713211907.4787054
UTTAR-PRADESH,20124,1713211907.4787054
CHANDIGARH,143,1713212807.4734762
HARYANA,6772,1713212807.4734762
HIMACHAL,770,1713212807.4734762
J & K,1662,1713212807.4734762
PUNJAB,5237,1713212807.4734762
RAJASTHAN,10105,1713212807.4734762
UTTARAKHAND,1430,1713212807.4734762
UTTAR-PRADESH,19940,1713212807.4734762
CHANDIGARH,142,1713213707.486918
HARYANA,6699,1713213707.486918
HIMACHAL,800,1713213707.486918
J & K,1657,1713213707.486918
PUNJAB,5256,1713213707.486918
RAJASTHAN,10053,1713213707.486918
UTTARAKHAND,1446,1713213707.486918
UTTAR-PRADESH,19764,1713213707.486918
CHANDIGARH,142,1713214607.6738744
HARYANA,6662,1713214607.6738744
HIMACHAL,769,1713214607.6738744
J & K,1634,1713214607.6738744
PUNJAB,5269,1713214607.6738744
RAJASTHAN,9972,1713214607.6738744
UTTARAKHAND,1448,1713214607.6738744
UTTAR-PRADESH,19660,1713214607.6738744
CHANDIGARH,139,1713215539.6927838
HARYANA,6621,1713215539.6927838
HIMACHAL,724,1713215539.6927838
J & K,1622,1713215539.6927838
PUNJAB,5191,1713215539.6927838
RAJASTHAN,9947,1713215539.6927838
UTTARAKHAND,1426,1713215539.6927838
UTTAR-PRADESH,19538,1713215539.6927838
CHANDIGARH,137,1713216407.4838727
HARYANA,6592,1713216407.4838727
HIMACHAL,725,1713216407.4838727
J & K,1606,1713216407.4838727
PUNJAB,5163,1713216407.4838727
RAJASTHAN,9876,1713216407.4838727
UTTARAKHAND,1422,1713216407.4838727
UTTAR-PRADESH,19404,1713216407.4838727
CHANDIGARH,139,1713217307.788059
HARYANA,6542,1713217307.788059
HIMACHAL,732,1713217307.788059
J & K,1613,1713217307.788059
PUNJAB,5154,1713217307.788059
RAJASTHAN,9787,1713217307.788059
UTTARAKHAND,1422,1713217307.788059
UTTAR-PRADESH,19247,1713217307.788059
CHANDIGARH,139,1713218207.490782
HARYANA,6565,1713218207.490782
HIMACHAL,736,1713218207.490782
J & K,1600,1713218207.490782
PUNJAB,5219,1713218207.490782
RAJASTHAN,9749,1713218207.490782
UTTARAKHAND,1428,1713218207.490782
UTTAR-PRADESH,19161,1713218207.490782
CHANDIGARH,139,1713219107.2824953
HARYANA,6519,1713219107.2824953
HIMACHAL,819,1713219107.2824953
J & K,1595,1713219107.2824953
PUNJAB,5222,1713219107.2824953
RAJASTHAN,9750,1713219107.2824953
UTTARAKHAND,1424,1713219107.2824953
UTTAR-PRADESH,19080,1713219107.2824953
CHANDIGARH,140,1713220007.2891793
HARYANA,6561,1713220007.2891793
HIMACHAL,823,1713220007.2891793
J & K,1624,1713220007.2891793
PUNJAB,5284,1713220007.2891793
RAJASTHAN,9663,1713220007.2891793
UTTARAKHAND,1430,1713220007.2891793
UTTAR-PRADESH,19130,1713220007.2891793
CHANDIGARH,139,1713220938.8927965
HARYANA,6471,1713220938.8927965
HIMACHAL,826,1713220938.8927965
J & K,1622,1713220938.8927965
PUNJAB,5355,1713220938.8927965
RAJASTHAN,9493,1713220938.8927965
UTTARAKHAND,1446,1713220938.8927965
UTTAR-PRADESH,19064,1713220938.8927965
CHANDIGARH,142,1713221807.5860693
HARYANA,6571,1713221807.5860693
HIMACHAL,839,1713221807.5860693
J & K,1423,1713221807.5860693
PUNJAB,5507,1713221807.5860693
RAJASTHAN,9630,1713221807.5860693
UTTARAKHAND,1442,1713221807.5860693
UTTAR-PRADESH,19152,1713221807.5860693
CHANDIGARH,143,1713222788.6773274
HARYANA,6547,1713222788.6773274
HIMACHAL,879,1713222788.6773274
J & K,1686,1713222788.6773274
PUNJAB,5832,1713222788.6773274
RAJASTHAN,9756,1713222788.6773274
UTTARAKHAND,1479,1713222788.6773274
UTTAR-PRADESH,19265,1713222788.6773274
CHANDIGARH,142,1713223607.2752607
HARYANA,6615,1713223607.2752607
HIMACHAL,901,1713223607.2752607
J & K,1783,1713223607.2752607
PUNJAB,5948,1713223607.2752607
RAJASTHAN,9837,1713223607.2752607
UTTARAKHAND,1514,1713223607.2752607
UTTAR-PRADESH,19372,1713223607.2752607
CHANDIGARH,148,1713224507.7785568
HARYANA,6751,1713224507.7785568
HIMACHAL,948,1713224507.7785568
J & K,1906,1713224507.7785568
PUNJAB,6155,1713224507.7785568
RAJASTHAN,9959,1713224507.7785568
UTTARAKHAND,1538,1713224507.7785568
UTTAR-PRADESH,19404,1713224507.7785568
CHANDIGARH,159,1713225438.811285
HARYANA,6976,1713225438.811285
HIMACHAL,903,1713225438.811285
J & K,2054,1713225438.811285
PUNJAB,6510,1713225438.811285
RAJASTHAN,10480,1713225438.811285
UTTARAKHAND,1606,1713225438.811285
UTTAR-PRADESH,19454,1713225438.811285
CHANDIGARH,167,1713226307.6167095
HARYANA,7070,1713226307.6167095
HIMACHAL,1003,1713226307.6167095
J & K,2161,1713226307.6167095
PUNJAB,6783,1713226307.6167095
RAJASTHAN,10812,1713226307.6167095
UTTARAKHAND,1667,1713226307.6167095
UTTAR-PRADESH,19321,1713226307.6167095
CHANDIGARH,173,1713227240.636303
HARYANA,7192,1713227240.636303
HIMACHAL,1196,1713227240.636303
J & K,2345,1713227240.636303
PUNJAB,7132,1713227240.636303
RAJASTHAN,11070,1713227240.636303
UTTARAKHAND,1719,1713227240.636303
UTTAR-PRADESH,19179,1713227240.636303
CHANDIGARH,180,1713228107.4320812
HARYANA,6663,1713228107.4320812
HIMACHAL,1197,1713228107.4320812
J & K,2170,1713228107.4320812
PUNJAB,7306,1713228107.4320812
RAJASTHAN,11235,1713228107.4320812
UTTARAKHAND,1774,1713228107.4320812
UTTAR-PRADESH,18663,1713228107.4320812
CHANDIGARH,193,1713229040.5259395
HARYANA,6562,1713229040.5259395
HIMACHAL,1285,1713229040.5259395
J & K,2098,1713229040.5259395
PUNJAB,7449,1713229040.5259395
RAJASTHAN,11489,1713229040.5259395
UTTARAKHAND,1870,1713229040.5259395
UTTAR-PRADESH,18092,1713229040.5259395
CHANDIGARH,198,1713229907.238844
HARYANA,6534,1713229907.238844
HIMACHAL,1391,1713229907.238844
J & K,2029,1713229907.238844
PUNJAB,7381,1713229907.238844
RAJASTHAN,11645,1713229907.238844
UTTARAKHAND,1857,1713229907.238844
UTTAR-PRADESH,17707,1713229907.238844
CHANDIGARH,198,1713230842.5690887
HARYANA,6498,1713230842.5690887
HIMACHAL,1429,1713230842.5690887
J & K,2263,1713230842.5690887
PUNJAB,7567,1713230842.5690887
RAJASTHAN,12241,1713230842.5690887
UTTARAKHAND,1858,1713230842.5690887
UTTAR-PRADESH,17483,1713230842.5690887
CHANDIGARH,198,1713231707.6606874
HARYANA,6173,1713231707.6606874
HIMACHAL,1484,1713231707.6606874
J & K,2126,1713231707.6606874
PUNJAB,7515,1713231707.6606874
RAJASTHAN,12414,1713231707.6606874
UTTARAKHAND,1851,1713231707.6606874
UTTAR-PRADESH,17208,1713231707.6606874
CHANDIGARH,198,1713232607.5716286
HARYANA,6194,1713232607.5716286
HIMACHAL,1521,1713232607.5716286
J & K,2225,1713232607.5716286
PUNJAB,7526,1713232607.5716286
RAJASTHAN,12593,1713232607.5716286
UTTARAKHAND,1820,1713232607.5716286
UTTAR-PRADESH,17044,1713232607.5716286
CHANDIGARH,197,1713234438.681142
HARYANA,6018,1713234438.681142
HIMACHAL,1518,1713234438.681142
J & K,2267,1713234438.681142
PUNJAB,7184,1713234438.681142
RAJASTHAN,12642,1713234438.681142
UTTARAKHAND,1750,1713234438.681142
UTTAR-PRADESH,17002,1713234438.681142
CHANDIGARH,192,1713235307.5839186
HARYANA,5720,1713235307.5839186
HIMACHAL,1436,1713235307.5839186
J & K,2308,1713235307.5839186
PUNJAB,7052,1713235307.5839186
RAJASTHAN,12542,1713235307.5839186
UTTARAKHAND,1674,1713235307.5839186
UTTAR-PRADESH,17227,1713235307.5839186
CHANDIGARH,191,1713236207.884929
HARYANA,5686,1713236207.884929
HIMACHAL,1432,1713236207.884929
J & K,2369,1713236207.884929
PUNJAB,6983,1713236207.884929
RAJASTHAN,12757,1713236207.884929
UTTARAKHAND,1706,1713236207.884929
UTTAR-PRADESH,17479,1713236207.884929
CHANDIGARH,191,1713237138.8339205
HARYANA,5709,1713237138.8339205
HIMACHAL,1388,1713237138.8339205
J & K,2384,1713237138.8339205
PUNJAB,6578,1713237138.8339205
RAJASTHAN,12634,1713237138.8339205
UTTARAKHAND,1667,1713237138.8339205
UTTAR-PRADESH,17664,1713237138.8339205
CHANDIGARH,190,1713238007.8266807
HARYANA,5771,1713238007.8266807
HIMACHAL,1416,1713238007.8266807
J & K,2417,1713238007.8266807
PUNJAB,6571,1713238007.8266807
RAJASTHAN,12674,1713238007.8266807
UTTARAKHAND,1700,1713238007.8266807
UTTAR-PRADESH,17830,1713238007.8266807
CHANDIGARH,190,1713238938.7666628
HARYANA,5618,1713238938.7666628
HIMACHAL,1373,1713238938.7666628
J & K,2393,1713238938.7666628
PUNJAB,6261,1713238938.7666628
RAJASTHAN,12592,1713238938.7666628
UTTARAKHAND,1659,1713238938.7666628
UTTAR-PRADESH,18020,1713238938.7666628
CHANDIGARH,192,1713239807.3692565
HARYANA,5628,1713239807.3692565
HIMACHAL,1355,1713239807.3692565
J & K,2438,1713239807.3692565
PUNJAB,6180,1713239807.3692565
RAJASTHAN,12934,1713239807.3692565
UTTARAKHAND,1655,1713239807.3692565
UTTAR-PRADESH,18230,1713239807.3692565
CHANDIGARH,196,1713240888.7027922
HARYANA,5678,1713240888.7027922
HIMACHAL,1429,1713240888.7027922
J & K,2405,1713240888.7027922
PUNJAB,6194,1713240888.7027922
RAJASTHAN,13160,1713240888.7027922
UTTARAKHAND,1601,1713240888.7027922
UTTAR-PRADESH,18389,1713240888.7027922
CHANDIGARH,199,1713241608.3911088
HARYANA,5626,1713241608.3911088
HIMACHAL,1410,1713241608.3911088
J & K,2406,1713241608.3911088
PUNJAB,6131,1713241608.3911088
RAJASTHAN,13266,1713241608.3911088
UTTARAKHAND,1606,1713241608.3911088
UTTAR-PRADESH,18256,1713241608.3911088
CHANDIGARH,199,1713242507.5978956
HARYANA,5607,1713242507.5978956
HIMACHAL,1378,1713242507.5978956
J & K,2398,1713242507.5978956
PUNJAB,6034,1713242507.5978956
RAJASTHAN,13080,1713242507.5978956
UTTARAKHAND,1575,1713242507.5978956
UTTAR-PRADESH,18186,1713242507.5978956
CHANDIGARH,197,1713243407.5018167
HARYANA,5599,1713243407.5018167
HIMACHAL,1364,1713243407.5018167
J & K,2381,1713243407.5018167
PUNJAB,5951,1713243407.5018167
RAJASTHAN,13055,1713243407.5018167
UTTARAKHAND,1523,1713243407.5018167
UTTAR-PRADESH,18028,1713243407.5018167
CHANDIGARH,198,1713244307.5011706
HARYANA,5564,1713244307.5011706
HIMACHAL,1388,1713244307.5011706
J & K,2263,1713244307.5011706
PUNJAB,5859,1713244307.5011706
RAJASTHAN,13090,1713244307.5011706
UTTARAKHAND,1531,1713244307.5011706
UTTAR-PRADESH,17637,1713244307.5011706
CHANDIGARH,200,1713245207.0957875
HARYANA,5638,1713245207.0957875
HIMACHAL,1360,1713245207.0957875
J & K,2247,1713245207.0957875
PUNJAB,5800,1713245207.0957875
RAJASTHAN,13026,1713245207.0957875
UTTARAKHAND,1563,1713245207.0957875
UTTAR-PRADESH,17253,1713245207.0957875
CHANDIGARH,199,1713246139.6161509
HARYANA,5623,1713246139.6161509
HIMACHAL,1300,1713246139.6161509
J & K,2164,1713246139.6161509
