state,load_value,time
HIMACHAL,1691,1713408149.7666068
J & K,2510,1713408149.7666068
PUNJAB,8241,1713408149.7666068
RAJASTHAN,12796,1713408149.7666068
UTTARAKHAND,1608,1713408149.7666068
UTTAR-PRADESH,17057,1713408149.7666068
CHANDIGARH,195,1713409007.5702772
HARYANA,5642,1713409007.5702772
HIMACHAL,1488,1713409007.5702772
J & K,2461,1713409007.5702772
PUNJAB,8125,1713409007.5702772
RAJASTHAN,12949,1713409007.5702772
UTTARAKHAND,1597,1713409007.5702772
UTTAR-PRADESH,17199,1713409007.5702772
CHANDIGARH,198,1713409907.871604
HARYANA,5653,1713409907.871604
HIMACHAL,1502,1713409907.871604
J & K,2487,1713409907.871604
PUNJAB,6422,1713409907.871604
RAJASTHAN,12828,1713409907.871604
UTTARAKHAND,1544,1713409907.871604
UTTAR-PRADESH,17139,1713409907.871604
CHANDIGARH,188,1713410807.1669242
HARYANA,5730,1713410807.1669242
HIMACHAL,1466,1713410807.1669242
J & K,2411,1713410807.1669242
PUNJAB,6688,1713410807.1669242
RAJASTHAN,12897,1713410807.1669242
UTTARAKHAND,1524,1713410807.1669242
UTTAR-PRADESH,17144,1713410807.1669242
CHANDIGARH,189,1713411707.2636833
HARYANA,5398,1713411707.2636833
HIMACHAL,1483,1713411707.2636833
J & K,2399,1713411707.2636833
PUNJAB,6636,1713411707.2636833
RAJASTHAN,13052,1713411707.2636833
UTTARAKHAND,1535,1713411707.2636833
UTTAR-PRADESH,17125,1713411707.2636833
CHANDIGARH,199,1713412638.9530308
HARYANA,5398,1713412638.9530308
HIMACHAL,1491,1713412638.9530308
J & K,2482,1713412638.9530308
PUNJAB,6572,1713412638.9530308
RAJASTHAN,12960,1713412638.9530308
UTTARAKHAND,1482,1713412638.9530308
UTTAR-PRADESH,17324,1713412638.9530308
CHANDIGARH,190,1713413507.4465659
HARYANA,5526,1713413507.4465659
HIMACHAL,1539,1713413507.4465659
J & K,2449,1713413507.4465659
PUNJAB,6531,1713413507.4465659
RAJASTHAN,12855,1713413507.4465659
UTTARAKHAND,1492,1713413507.4465659
UTTAR-PRADESH,17240,1713413507.4465659
CHANDIGARH,203,1713414407.946486
HARYANA,5557,1713414407.946486
HIMACHAL,1531,1713414407.946486
J & K,2125,1713414407.946486
PUNJAB,6490,1713414407.946486
RAJASTHAN,12507,1713414407.946486
UTTARAKHAND,1509,1713414407.946486
UTTAR-PRADESH,16956,1713414407.946486
CHANDIGARH,201,1713415399.1025476
HARYANA,5625,1713415399.1025476
HIMACHAL,1559,1713415399.1025476
J & K,2130,1713415399.1025476
PUNJAB,6329,1713415399.1025476
RAJASTHAN,12906,1713415399.1025476
UTTARAKHAND,1464,1713415399.1025476
UTTAR-PRADESH,16646,1713415399.1025476
CHANDIGARH,200,1713416207.4912224
HARYANA,5569,1713416207.4912224
HIMACHAL,1507,1713416207.4912224
J & K,2287,1713416207.4912224
PUNJAB,6211,1713416207.4912224
RAJASTHAN,13266,1713416207.4912224
UTTARAKHAND,1392,1713416207.4912224
UTTAR-PRADESH,16366,1713416207.4912224
CHANDIGARH,202,1713417107.893403
HARYANA,5577,1713417107.893403
HIMACHAL,1541,1713417107.893403
J & K,2031,1713417107.893403
PUNJAB,6022,1713417107.893403
RAJASTHAN,13254,1713417107.893403
UTTARAKHAND,1358,1713417107.893403
UTTAR-PRADESH,15888,1713417107.893403
CHANDIGARH,216,1713418007.2943616
HARYANA,5771,1713418007.2943616
HIMACHAL,1496,1713418007.2943616
J & K,2175,1713418007.2943616
PUNJAB,5924,1713418007.2943616
RAJASTHAN,13515,1713418007.2943616
UTTARAKHAND,1335,1713418007.2943616
UTTAR-PRADESH,15243,1713418007.2943616
CHANDIGARH,208,1713418907.2870998
HARYANA,5530,1713418907.2870998
HIMACHAL,1508,1713418907.2870998
J & K,2124,1713418907.2870998
PUNJAB,5913,1713418907.2870998
RAJASTHAN,13340,1713418907.2870998
UTTARAKHAND,1345,1713418907.2870998
UTTAR-PRADESH,14889,1713418907.2870998
CHANDIGARH,210,1713419807.9961495
HARYANA,5512,1713419807.9961495
HIMACHAL,1479,1713419807.9961495
J & K,2098,1713419807.9961495
PUNJAB,5902,1713419807.9961495
RAJASTHAN,13356,1713419807.9961495
UTTARAKHAND,1227,1713419807.9961495
UTTAR-PRADESH,14229,1713419807.9961495
CHANDIGARH,208,1713420708.197179
HARYANA,5504,1713420708.197179
HIMACHAL,1481,1713420708.197179
J & K,2066,1713420708.197179
PUNJAB,5840,1713420708.197179
RAJASTHAN,13194,1713420708.197179
UTTARAKHAND,1197,1713420708.197179
UTTAR-PRADESH,13751,1713420708.197179
CHANDIGARH,209,1713421650.6619205
HARYANA,5540,1713421650.6619205
HIMACHAL,1443,1713421650.6619205
J & K,1965,1713421650.6619205
PUNJAB,5723,1713421650.6619205
RAJASTHAN,13176,1713421650.6619205
UTTARAKHAND,1061,1713421650.6619205
UTTAR-PRADESH,13379,1713421650.6619205
CHANDIGARH,210,1713422507.854903
HARYANA,5653,1713422507.854903
HIMACHAL,1431,1713422507.854903
J & K,2033,1713422507.854903
PUNJAB,5763,1713422507.854903
RAJASTHAN,12982,1713422507.854903
UTTARAKHAND,1009,1713422507.854903
UTTAR-PRADESH,13152,1713422507.854903
CHANDIGARH,210,1713423479.0775137
HARYANA,5715,1713423479.0775137
HIMACHAL,1482,1713423479.0775137
J & K,2052,1713423479.0775137
PUNJAB,5775,1713423479.0775137
RAJASTHAN,12940,1713423479.0775137
UTTARAKHAND,1065,1713423479.0775137
UTTAR-PRADESH,12666,1713423479.0775137
CHANDIGARH,210,1713424307.2799137
HARYANA,5722,1713424307.2799137
HIMACHAL,1422,1713424307.2799137
J & K,2097,1713424307.2799137
PUNJAB,5704,1713424307.2799137
RAJASTHAN,12752,1713424307.2799137
UTTARAKHAND,1079,1713424307.2799137
UTTAR-PRADESH,12378,1713424307.2799137
CHANDIGARH,206,1713425207.8733191
HARYANA,5643,1713425207.8733191
HIMACHAL,1324,1713425207.8733191
J & K,2042,1713425207.8733191
PUNJAB,5571,1713425207.8733191
RAJASTHAN,12525,1713425207.8733191
UTTARAKHAND,1042,1713425207.8733191
UTTAR-PRADESH,12097,1713425207.8733191
CHANDIGARH,208,1713426107.367488
HARYANA,5420,1713426107.367488
HIMACHAL,1355,1713426107.367488
J & K,2079,1713426107.367488
PUNJAB,5246,1713426107.367488
RAJASTHAN,12300,1713426107.367488
UTTARAKHAND,969,1713426107.367488
UTTAR-PRADESH,11660,1713426107.367488
CHANDIGARH,205,1713427007.582686
HARYANA,5373,1713427007.582686
HIMACHAL,1341,1713427007.582686
J & K,2122,1713427007.582686
PUNJAB,5206,1713427007.582686
RAJASTHAN,12072,1713427007.582686
UTTARAKHAND,974,1713427007.582686
UTTAR-PRADESH,11621,1713427007.582686
CHANDIGARH,209,1713427907.5763993
HARYANA,5535,1713427907.5763993
HIMACHAL,1308,1713427907.5763993
J & K,2078,1713427907.5763993
PUNJAB,5287,1713427907.5763993
RAJASTHAN,12222,1713427907.5763993
UTTARAKHAND,995,1713427907.5763993
UTTAR-PRADESH,11511,1713427907.5763993
CHANDIGARH,212,1713428808.0746434
HARYANA,5707,1713428808.0746434
HIMACHAL,1329,1713428808.0746434
J & K,2039,1713428808.0746434
PUNJAB,5466,1713428808.0746434
RAJASTHAN,11903,1713428808.0746434
UTTARAKHAND,1013,1713428808.0746434
UTTAR-PRADESH,11618,1713428808.0746434
CHANDIGARH,210,1713429707.280533
HARYANA,5790,1713429707.280533
HIMACHAL,1348,1713429707.280533
J & K,2148,1713429707.280533
PUNJAB,5501,1713429707.280533
RAJASTHAN,11850,1713429707.280533
UTTARAKHAND,1007,1713429707.280533
UTTAR-PRADESH,11696,1713429707.280533
CHANDIGARH,209,1713430607.268733
HARYANA,5913,1713430607.268733
HIMACHAL,1336,1713430607.268733
J & K,2037,1713430607.268733
PUNJAB,5648,1713430607.268733
RAJASTHAN,12211,1713430607.268733
UTTARAKHAND,1028,1713430607.268733
UTTAR-PRADESH,11768,1713430607.268733
CHANDIGARH,215,1713431507.972545
HARYANA,5941,1713431507.972545
HIMACHAL,1332,1713431507.972545
J & K,2072,1713431507.972545
PUNJAB,5706,1713431507.972545
RAJASTHAN,12480,1713431507.972545
UTTARAKHAND,1087,1713431507.972545
UTTAR-PRADESH,12030,1713431507.972545
CHANDIGARH,223,1713433338.5732956
HARYANA,6142,1713433338.5732956
HIMACHAL,1377,1713433338.5732956
J & K,2083,1713433338.5732956
PUNJAB,5898,1713433338.5732956
RAJASTHAN,12227,1713433338.5732956
UTTARAKHAND,1164,1713433338.5732956
UTTAR-PRADESH,12487,1713433338.5732956
CHANDIGARH,226,1713434209.1685047
HARYANA,6156,1713434209.1685047
HIMACHAL,1355,1713434209.1685047
J & K,2065,1713434209.1685047
PUNJAB,5854,1713434209.1685047
RAJASTHAN,12568,1713434209.1685047
UTTARAKHAND,1224,1713434209.1685047
UTTAR-PRADESH,12609,1713434209.1685047
CHANDIGARH,233,1713436068.6451414
HARYANA,6390,1713436068.6451414
HIMACHAL,1325,1713436068.6451414
J & K,2102,1713436068.6451414
PUNJAB,6011,1713436068.6451414
RAJASTHAN,12501,1713436068.6451414
UTTARAKHAND,1322,1713436068.6451414
UTTAR-PRADESH,13140,1713436068.6451414
CHANDIGARH,231,1713436907.8426359
HARYANA,6253,1713436907.8426359
HIMACHAL,1338,1713436907.8426359
J & K,2067,1713436907.8426359
PUNJAB,6030,1713436907.8426359
RAJASTHAN,11540,1713436907.8426359
UTTARAKHAND,1368,1713436907.8426359
UTTAR-PRADESH,13081,1713436907.8426359
CHANDIGARH,235,1713438740.8455367
HARYANA,6231,1713438740.8455367
HIMACHAL,1299,1713438740.8455367
J & K,2102,1713438740.8455367
PUNJAB,6119,1713438740.8455367
RAJASTHAN,11278,1713438740.8455367
UTTARAKHAND,1382,1713438740.8455367
UTTAR-PRADESH,13581,1713438740.8455367
CHANDIGARH,234,1713439607.3517797
HARYANA,6141,1713439607.3517797
HIMACHAL,1270,1713439607.3517797
J & K,2116,1713439607.3517797
PUNJAB,6141,1713439607.3517797
RAJASTHAN,11069,1713439607.3517797
UTTARAKHAND,1416,1713439607.3517797
UTTAR-PRADESH,13869,1713439607.3517797
CHANDIGARH,231,1713440507.4395196
HARYANA,6376,1713440507.4395196
HIMACHAL,1258,1713440507.4395196
J & K,2302,1713440507.4395196
PUNJAB,6204,1713440507.4395196
RAJASTHAN,10884,1713440507.4395196
UTTARAKHAND,1411,1713440507.4395196
UTTAR-PRADESH,14210,1713440507.4395196
CHANDIGARH,233,1713441407.1529057
HARYANA,6597,1713441407.1529057
HIMACHAL,1322,1713441407.1529057
J & K,2199,1713441407.1529057
PUNJAB,6281,1713441407.1529057
RAJASTHAN,10783,1713441407.1529057
UTTARAKHAND,1456,1713441407.1529057
UTTAR-PRADESH,14757,1713441407.1529057
CHANDIGARH,232,1713442307.1409547
HARYANA,6608,1713442307.1409547
HIMACHAL,1292,1713442307.1409547
J & K,2101,1713442307.1409547
PUNJAB,6505,1713442307.1409547
RAJASTHAN,10515,1713442307.1409547
UTTARAKHAND,1451,1713442307.1409547
UTTAR-PRADESH,15271,1713442307.1409547
CHANDIGARH,233,1713443207.0475152
HARYANA,6701,1713443207.0475152
HIMACHAL,1327,1713443207.0475152
J & K,2172,1713443207.0475152
PUNJAB,6587,1713443207.0475152
RAJASTHAN,10352,1713443207.0475152
UTTARAKHAND,1510,1713443207.0475152
UTTAR-PRADESH,15739,1713443207.0475152
CHANDIGARH,226,1713444107.2428308
HARYANA,7093,1713444107.2428308
HIMACHAL,1382,1713444107.2428308
J & K,2241,1713444107.2428308
PUNJAB,6740,1713444107.2428308
RAJASTHAN,10126,1713444107.2428308
UTTARAKHAND,1564,1713444107.2428308
UTTAR-PRADESH,16727,1713444107.2428308
CHANDIGARH,229,1713445007.3384428
HARYANA,7316,1713445007.3384428
HIMACHAL,1415,1713445007.3384428
J & K,2168,1713445007.3384428
PUNJAB,6888,1713445007.3384428
RAJASTHAN,10056,1713445007.3384428
UTTARAKHAND,1547,1713445007.3384428
UTTAR-PRADESH,17817,1713445007.3384428
CHANDIGARH,230,1713445910.0411031
HARYANA,7573,1713445910.0411031
HIMACHAL,1343,1713445910.0411031
J & K,2155,1713445910.0411031
PUNJAB,7004,1713445910.0411031
RAJASTHAN,10036,1713445910.0411031
UTTARAKHAND,1620,1713445910.0411031
UTTAR-PRADESH,18772,1713445910.0411031
CHANDIGARH,231,1713446807.6378345
HARYANA,7856,1713446807.6378345
HIMACHAL,1346,1713446807.6378345
J & K,2280,1713446807.6378345
PUNJAB,7157,1713446807.6378345
RAJASTHAN,10183,1713446807.6378345
UTTARAKHAND,1670,1713446807.6378345
UTTAR-PRADESH,19933,1713446807.6378345
CHANDIGARH,235,1713447707.446806
HARYANA,7851,1713447707.446806
HIMACHAL,1386,1713447707.446806
J & K,2256,1713447707.446806
PUNJAB,7314,1713447707.446806
RAJASTHAN,10297,1713447707.446806
UTTARAKHAND,1693,1713447707.446806
UTTAR-PRADESH,20856,1713447707.446806
CHANDIGARH,239,1713448648.7409143
HARYANA,8203,1713448648.7409143
HIMACHAL,1417,1713448648.7409143
J & K,2266,1713448648.7409143
PUNJAB,7547,1713448648.7409143
RAJASTHAN,10585,1713448648.7409143
UTTARAKHAND,1722,1713448648.7409143
UTTAR-PRADESH,21543,1713448648.7409143
CHANDIGARH,241,1713449507.4489334
HARYANA,8244,1713449507.4489334
HIMACHAL,1420,1713449507.4489334
J & K,2293,1713449507.4489334
PUNJAB,7602,1713449507.4489334
RAJASTHAN,10726,1713449507.4489334
UTTARAKHAND,1738,1713449507.4489334
UTTAR-PRADESH,21907,1713449507.4489334
CHANDIGARH,238,1713450407.637962
HARYANA,8078,1713450407.637962
HIMACHAL,1391,1713450407.637962
J & K,2315,1713450407.637962
PUNJAB,7503,1713450407.637962
RAJASTHAN,10744,1713450407.637962
UTTARAKHAND,1738,1713450407.637962
UTTAR-PRADESH,22180,1713450407.637962
CHANDIGARH,234,1713451307.3393106
HARYANA,8076,1713451307.3393106
HIMACHAL,1411,1713451307.3393106
J & K,2440,1713451307.3393106
PUNJAB,7273,1713451307.3393106
RAJASTHAN,10662,1713451307.3393106
UTTARAKHAND,1726,1713451307.3393106
UTTAR-PRADESH,22210,1713451307.3393106
CHANDIGARH,231,1713452319.5329719
HARYANA,8190,1713452319.5329719
HIMACHAL,1360,1713452319.5329719
J & K,2502,1713452319.5329719
PUNJAB,7144,1713452319.5329719
RAJASTHAN,10554,1713452319.5329719
UTTARAKHAND,1649,1713452319.5329719
UTTAR-PRADESH,22182,1713452319.5329719
CHANDIGARH,227,1713453107.5249193
HARYANA,8092,1713453107.5249193
HIMACHAL,1324,1713453107.5249193
J & K,2522,1713453107.5249193
PUNJAB,7080,1713453107.5249193
RAJASTHAN,10589,1713453107.5249193
UTTARAKHAND,1663,1713453107.5249193
UTTAR-PRADESH,22326,1713453107.5249193
CHANDIGARH,221,1713454007.9226131
HARYANA,7997,1713454007.9226131
HIMACHAL,1253,1713454007.9226131
J & K,2489,1713454007.9226131
PUNJAB,6999,1713454007.9226131
RAJASTHAN,10533,1713454007.9226131
UTTARAKHAND,1643,1713454007.9226131
UTTAR-PRADESH,22266,1713454007.9226131
CHANDIGARH,212,1713454938.8265486
HARYANA,7962,1713454938.8265486
HIMACHAL,1239,1713454938.8265486
J & K,2506,1713454938.8265486
PUNJAB,6924,1713454938.8265486
RAJASTHAN,10657,1713454938.8265486
UTTARAKHAND,1667,1713454938.8265486
UTTAR-PRADESH,22249,1713454938.8265486
CHANDIGARH,208,1713455807.4356062
HARYANA,7974,1713455807.4356062
HIMACHAL,1224,1713455807.4356062
J & K,2434,1713455807.4356062
PUNJAB,6880,1713455807.4356062
RAJASTHAN,10757,1713455807.4356062
UTTARAKHAND,1645,1713455807.4356062
UTTAR-PRADESH,22268,1713455807.4356062
CHANDIGARH,203,1713456707.8348014
HARYANA,7917,1713456707.8348014
HIMACHAL,1281,1713456707.8348014
J & K,2489,1713456707.8348014
PUNJAB,6769,1713456707.8348014
RAJASTHAN,10729,1713456707.8348014
UTTARAKHAND,1637,1713456707.8348014
UTTAR-PRADESH,22344,1713456707.8348014
CHANDIGARH,203,1713457607.3281322
HARYANA,7956,1713457607.3281322
HIMACHAL,1256,1713457607.3281322
J & K,2426,1713457607.3281322
PUNJAB,6634,1713457607.3281322
RAJASTHAN,10702,1713457607.3281322
UTTARAKHAND,1615,1713457607.3281322
UTTAR-PRADESH,22407,1713457607.3281322
CHANDIGARH,200,1713458507.2411087
HARYANA,8397,1713458507.2411087
HIMACHAL,1204,1713458507.2411087
J & K,2439,1713458507.2411087
PUNJAB,6575,1713458507.2411087
RAJASTHAN,10882,1713458507.2411087
UTTARAKHAND,1653,1713458507.2411087
UTTAR-PRADESH,22284,1713458507.2411087
CHANDIGARH,200,1713459407.1387036
HARYANA,8520,1713459407.1387036
HIMACHAL,1174,1713459407.1387036
J & K,2329,1713459407.1387036
PUNJAB,6521,1713459407.1387036
RAJASTHAN,11207,1713459407.1387036
UTTARAKHAND,1639,1713459407.1387036
UTTAR-PRADESH,22322,1713459407.1387036
CHANDIGARH,197,1713460307.6413376
HARYANA,8538,1713460307.6413376
HIMACHAL,1158,1713460307.6413376
J & K,2300,1713460307.6413376
PUNJAB,6438,1713460307.6413376
RAJASTHAN,11211,1713460307.6413376
UTTARAKHAND,1659,1713460307.6413376
UTTAR-PRADESH,22369,1713460307.6413376
CHANDIGARH,195,1713461207.2394793
HARYANA,8442,1713461207.2394793
HIMACHAL,1159,1713461207.2394793
J & K,2239,1713461207.2394793
PUNJAB,6385,1713461207.2394793
RAJASTHAN,11159,1713461207.2394793
UTTARAKHAND,1612,1713461207.2394793
UTTAR-PRADESH,22321,1713461207.2394793
CHANDIGARH,194,1713462107.9282203
HARYANA,8393,1713462107.9282203
HIMACHAL,1150,1713462107.9282203
J & K,2141,1713462107.9282203
PUNJAB,6316,1713462107.9282203
RAJASTHAN,11102,1713462107.9282203
UTTARAKHAND,1619,1713462107.9282203
UTTAR-PRADESH,22318,1713462107.9282203
CHANDIGARH,190,1713463039.183924
HARYANA,8315,1713463039.183924
HIMACHAL,1052,1713463039.183924
J & K,2080,1713463039.183924
PUNJAB,6270,1713463039.183924
RAJASTHAN,11069,1713463039.183924
UTTARAKHAND,1584,1713463039.183924
UTTAR-PRADESH,22277,1713463039.183924
CHANDIGARH,185,1713463907.8965096
HARYANA,8228,1713463907.8965096
HIMACHAL,1137,1713463907.8965096
J & K,2036,1713463907.8965096
PUNJAB,6234,1713463907.8965096
RAJASTHAN,10984,1713463907.8965096
UTTARAKHAND,1590,1713463907.8965096
UTTAR-PRADESH,22218,1713463907.8965096
CHANDIGARH,185,1713464807.8869376
HARYANA,8115,1713464807.8869376
HIMACHAL,1137,1713464807.8869376
J & K,1966,1713464807.8869376
PUNJAB,6163,1713464807.8869376
RAJASTHAN,10862,1713464807.8869376
UTTARAKHAND,1556,1713464807.8869376
UTTAR-PRADESH,22094,1713464807.8869376
CHANDIGARH,184,1713465738.7044275
HARYANA,7967,1713465738.7044275
HIMACHAL,1087,1713465738.7044275
J & K,1989,1713465738.7044275
PUNJAB,6076,1713465738.7044275
RAJASTHAN,10762,1713465738.7044275
UTTARAKHAND,1483,1713465738.7044275
UTTAR-PRADESH,21917,1713465738.7044275
CHANDIGARH,176,1713466607.6011267
HARYANA,7932,1713466607.6011267
HIMACHAL,991,1713466607.6011267
J & K,1931,1713466607.6011267
PUNJAB,5952,1713466607.6011267
RAJASTHAN,10691,1713466607.6011267
UTTARAKHAND,1487,1713466607.6011267
UTTAR-PRADESH,21853,1713466607.6011267
